,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 9,Shared topic 10,ATAC private topic 1,ATAC private topic 2,ATAC private topic 3,ATAC private topic 4,ATAC private topic 5,ATAC private topic 7,ATAC private topic 8,ATAC private topic 9,ATAC private topic 10
chr2-121170702-121171623,-0.1462279,0.39041296,-0.38430536,-0.26339054,0.0865816,0.7250257,-0.40485513,0.74844676,-0.5203691,0.22567426,-0.3229741,0.3384822,0.0041377833,-0.6012224,0.0048740637,-0.021006042,0.37797508,0.0110832425,-0.03477032
chr2-121295037-121295829,0.017030172,0.08640866,-0.13270555,0.18860178,-0.0059053143,0.5374266,0.10637711,-0.37576947,0.26121584,-0.2810782,0.04348116,-0.56902814,0.030488238,0.017384395,-0.018777942,-0.010321328,-0.5722281,0.023050895,-0.10885328
chr2-121299771-121300690,-0.5065808,-1.0724176,0.48838136,-0.78680915,-0.080806814,-0.0844212,-0.7547374,-0.059926882,0.27430484,1.4480578,0.06710985,-0.069156915,-0.28623202,0.18416977,-0.09926917,0.023713283,-0.6158813,-0.27791193,0.4433017
chr2-121456809-121457656,-0.12765019,0.083273664,0.33255526,-0.17810634,-0.65201545,0.7738925,-0.05545802,0.6012244,-0.018704887,-0.20912907,-0.054134015,-0.22584356,-0.141371,-0.10027189,-0.012204348,0.005506413,0.40246138,0.026528126,-0.22364625
chr2-122147484-122148307,-0.32459587,0.760704,0.18395376,-0.7047129,-0.33200637,0.3199131,-0.1300064,1.0080323,-0.026683418,-0.5934668,-0.32231796,0.50781906,-0.4673755,0.10117244,-0.043751173,-0.3934286,0.89784044,-0.22003989,0.10985027
chr2-122610773-122611661,-0.17261933,0.56260365,-0.47508535,-0.33281663,0.4200629,0.76423526,-0.48333293,0.95627874,-0.60700434,-0.5270802,-0.46624526,0.07687122,-0.39238456,-0.88991433,-0.048787348,0.006463579,0.793906,0.033762384,-0.14505215
chr2-122630609-122631467,-0.39613914,0.4062909,-0.2464184,-0.1771721,-0.040045388,0.49260882,0.23850814,-0.15690315,0.024099149,0.16135271,0.0049561053,-0.28558803,-0.4818043,-0.01614745,0.016342055,-0.0014013574,0.17250119,0.005954163,-0.097106084
chr2-125723438-125724244,-1.0927306,1.1077487,-0.5427071,-1.6015335,0.35785237,1.0738096,-0.7609214,0.19941066,0.14583975,0.23997897,-0.23734918,0.1634005,-0.16913368,0.05772145,-0.10948711,-0.014841787,0.16506073,-0.07111671,-0.64353514
chr2-127443990-127444863,-0.30827644,0.50383806,-0.30491123,-0.0031214678,0.2894207,0.39880276,0.26013786,0.31933334,-0.42572665,-0.3518767,0.019835904,-0.3432542,-0.18116318,-0.031626828,-0.004590436,-0.036803354,0.37433928,-0.042483963,-0.09883194
chr2-127516892-127517713,0.2939426,-0.59965795,0.44674906,0.31769148,-1.2235475,-0.32691047,0.58664834,-0.33408564,0.57742184,-0.3437712,0.12184894,-0.19791113,0.2697803,-0.293913,-0.007880758,0.09943717,-0.83559895,-0.09738962,-0.25715068
chr2-127518165-127518842,0.7315993,-0.6867038,0.14649256,0.7309183,-0.57881165,-0.4865723,0.112542264,-1.4571716,0.4871991,-0.07812449,-0.030702686,-0.29784817,-0.10661651,0.026595492,-0.023555687,0.08730838,-0.8924595,0.016659213,-0.007974711
chr2-127584186-127585053,0.28704333,0.3983903,-0.18295634,0.0360142,0.10300928,0.22269648,-0.6650266,0.42320943,-0.061962992,0.15448652,-0.018490894,-0.37459782,0.00976496,-0.07683548,-0.008651237,0.01039622,-0.003906502,-0.026771896,-0.106574185
chr2-128943524-128944390,-0.2187939,0.67331046,-0.43290633,0.24841413,-0.3579045,0.17039576,-0.010818496,0.8406593,-0.58069503,0.02962406,-0.14684546,-0.2708548,-0.13151981,0.2554777,0.0011815832,-0.16131637,0.6157557,0.035906725,-0.12943247
chr2-129908731-129909676,-0.47206795,0.67390496,0.07409811,0.26602167,-0.15855865,-0.02183448,0.46732152,-0.35896853,0.15724503,-0.055509433,0.19396728,0.1402373,-0.41324037,0.03416011,-0.004332929,-0.038085256,-0.67110896,-0.056857068,-0.21236484
chr2-130657326-130658148,0.88771254,-0.17528893,0.64385486,0.5160535,-1.2135386,-1.0954045,0.7092696,-0.35069034,-0.092946686,-0.17851497,0.07319541,0.52575105,0.2784347,-0.10754835,-0.05638703,-0.16308738,-0.58444405,-0.112043135,-0.099386446
chr2-130663953-130664862,-0.27007392,0.32752913,-0.77629316,-0.06189061,0.24965909,0.42209357,-0.13044624,0.64354324,0.1019305,-0.15377751,-0.03639709,0.2152529,-0.09099979,-0.32959443,0.0012991632,-0.0042779143,0.4561912,-0.007399632,-0.15878415
chr2-131040973-131041823,0.1624899,-0.23168795,0.17574918,0.3935045,0.27757776,-0.7982926,-0.403681,-0.3239539,-0.0735975,0.3610686,0.063716255,-0.27374944,0.07413408,-0.23982714,0.006853714,0.01461061,-1.2692136,0.017081661,-0.03813636
chr2-131209945-131210787,0.11945064,0.4138813,0.07166599,0.009782644,-0.08485981,0.36751035,0.13560604,0.20191209,-0.043408845,-0.373412,-0.05457596,-0.35988572,0.3087681,0.055518717,-0.21763434,0.012136516,0.64157575,-0.015032604,-0.61234075
chr2-131562185-131563047,-0.676676,-0.9627793,1.265125,-1.1862379,-0.29030988,0.22618032,-1.4563797,-0.083818465,0.62913823,1.1184547,0.16901436,-0.3137435,-0.38129196,-0.08160951,-0.09053746,-0.03479541,0.028054925,-0.11530273,-0.15597077
chr2-132110805-132111704,-1.2367541,-1.2024407,1.2433954,-1.0183228,-1.0529252,-0.9807427,-1.1753082,-0.15357265,1.4023339,0.90029055,-0.31879947,0.30877396,-0.34255517,0.09630837,-0.025084179,-0.07334002,-0.33903468,-0.46651852,-0.036422886
chr2-132263137-132263900,-0.3565054,0.5799874,-0.18634558,0.12378579,0.14416601,0.2134198,-0.5740972,0.7592435,-0.2691951,-0.25187492,-0.08024288,0.085676484,0.077795245,0.1765519,-0.011136008,-0.029345373,0.21633689,-0.008622044,-0.035293598
chr2-132575383-132576055,-0.5791706,0.46755782,-0.38922623,-1.035717,-0.16885799,0.09915755,-0.75460535,1.4418916,-0.5851232,0.5750048,-0.5963918,0.5448354,-0.30071726,-0.2623165,-0.025835281,-0.19304882,1.3008457,-0.17955342,-0.28566277
chr2-132686585-132687460,0.4287703,0.121046215,-0.06736893,-0.10406798,-0.09674036,0.4899221,0.05094445,0.5328192,-0.9493403,-0.6797448,-0.039987583,0.3492662,-0.33355817,-0.0902341,0.0834883,-0.038747672,0.39907458,-0.102956295,-0.38822967
chr2-132697717-132698644,0.35627988,0.4583861,0.0641313,-1.3023379,-0.54119503,-0.3279085,-0.5249656,1.4959419,-0.27752188,-0.43408662,-0.10021608,1.4444408,-0.14935148,-0.38077918,0.05257276,-0.2612698,0.6977877,-0.19136657,-0.44889712
chr2-132879136-132880061,-0.23505308,0.5010934,-0.33483928,-0.1672407,-0.036094926,0.28867257,0.10693748,-0.99058765,0.40885618,0.5246521,-0.03939433,-0.3530104,-0.04530434,-0.16942057,0.0016777411,-0.00029280398,0.224001,-0.069287196,0.1368607
chr2-134643393-134644278,-0.3193177,0.043726653,-0.08130157,0.0028955885,0.050666593,-0.14102694,-0.009784414,0.34664053,0.0037875364,0.078395784,0.00034193066,0.005444306,0.014611592,-0.033388123,0.00033362157,0.0013026483,-0.22202913,-0.0069259778,0.0032289904
chr2-134786133-134787098,-0.28414875,0.0762281,-0.38203347,-0.059188258,0.13597059,0.43308514,0.07462164,0.3000164,-0.13925715,0.20044957,0.00890586,-0.28742555,-0.1728876,0.061719265,-0.0022160567,-0.010469784,0.111506365,-0.021093912,0.0028035217
chr2-136057976-136058772,1.2958761,-1.2305946,0.1844429,0.8083666,-0.28468847,-0.97743917,0.26674932,-0.6011701,-0.46782959,-0.41691035,0.45527908,-0.79976875,0.7710352,0.10514204,-0.1366192,0.14519335,-1.5554789,-0.33383083,-0.656415
chr2-136059192-136060007,1.0852859,-1.500815,0.6921799,0.89456457,-0.7601346,-0.50830114,0.7093515,-0.7964384,-0.5273792,-0.93057257,0.9257575,-0.62024397,0.24118337,-0.9984909,-0.44693452,-0.0009934318,-1.3856893,0.52383894,0.13159125
chr2-136387296-136388020,0.14603625,-0.008257462,-0.016609102,0.366469,0.06575156,0.65319455,0.3750092,-1.4194878,0.20443623,-0.9057784,0.14199245,-0.66835314,0.19336857,-0.12641272,-0.01624559,-0.06301383,-1.1742867,-0.004251741,0.21325019
chr2-136713891-136714321,0.042878434,-0.43947464,0.21977009,0.508566,0.12658705,-0.30977678,0.18139626,-1.7378918,-0.12317518,-0.41843846,0.026085723,-0.2525592,0.050863195,-0.13816231,0.020300264,0.0647888,-1.3428327,0.036250565,0.14186043
chr2-136781696-136782530,-1.2695547,-0.90304756,1.3002892,-1.3690902,-1.1925771,-0.48437616,-0.41310832,-0.14209075,-0.6167106,1.8505806,-0.44529533,-0.11252504,-0.6825669,0.2317993,0.0897396,0.17420596,-0.5066244,-0.4657236,0.48025933
chr2-136890859-136891733,-0.0019086857,0.28071672,-0.58432186,-0.2754815,0.15044807,0.5799155,0.14082788,0.6149722,-0.30579522,-0.6592518,-0.018962398,0.16856742,0.11580519,0.009625032,-0.00050369697,-0.08748928,0.37714642,-0.12741937,0.012852977
chr2-139677079-139677819,0.2715975,0.008792176,-0.10490236,0.26170844,0.02464392,0.13157839,-0.031022148,0.08095416,-0.20284437,-0.10204179,-0.0013378322,-0.04205759,-0.010732549,0.004141733,-0.002064967,0.0015311397,-0.06126905,-0.0053565963,-0.0034398686
chr2-144172077-144172975,-0.15080853,0.32710788,0.18363896,0.56165993,0.034693956,0.16915822,0.49970323,-0.37388128,-0.88985705,-0.12261319,-0.06723074,-0.7407263,0.16617207,-0.21559171,0.0060646646,0.029977283,-0.84226704,0.02196512,-0.025646174
chr2-144555714-144556636,-0.30650008,0.7051405,-0.5274984,-0.11203621,-0.050088193,0.5642585,-0.07306258,0.39966613,-0.14521994,0.06822382,-0.34726202,0.33319408,0.024766196,-0.08359311,-0.035438552,-0.06726447,0.44983488,0.26332092,-0.5662697
chr2-147187882-147188277,-1.3883114,0.7719162,-1.3528905,-1.3457506,0.7795208,1.5681736,-0.8861525,0.42123532,-1.3211603,0.591367,0.014332569,-0.25499994,-0.42608273,0.25642994,0.081010595,0.080109075,-0.13613284,-0.4262667,-0.18686016
chr2-147194575-147195159,-0.75026006,0.961551,-0.8262733,-1.400592,0.20820922,1.4675453,-0.5258184,0.56684476,-0.8850209,0.011913615,0.33987027,0.33710635,-0.25675768,-0.4011459,-0.12892433,-0.06212888,-0.36227012,0.14767638,-0.44691065
chr2-148443155-148443667,-1.1961875,1.1476779,-1.1265577,-0.9854097,-0.64540565,-0.14485988,-1.1406138,2.1483426,-1.0382144,0.043346927,-0.868228,1.1954279,-0.6804859,-0.7482124,-0.6960218,-0.5237016,1.8293701,-0.7944867,-0.7089279
chr2-148731850-148732627,-0.10153256,0.14139159,-0.18316217,-0.042113334,-0.037096135,0.47847968,0.08074873,0.25361678,0.0040808544,-0.024794092,-0.0049767187,-0.027329039,-0.011600658,-0.0129547,0.0016665766,-0.0045147594,-0.0732265,-0.0015712443,0.005564693
chr2-148871417-148872304,-0.9147394,0.1769754,-1.1298653,-0.7433794,-0.48931956,-0.032143913,-0.39550418,1.2506869,-0.8041513,1.1978556,-0.2499653,-0.06046791,-0.34186423,-0.590807,0.3584066,0.84381515,-0.02997356,-0.51560676,-0.8941426
chr2-149830497-149831325,0.55865127,-0.607988,-0.22126497,0.5221305,0.18061058,-0.026826799,0.28525707,-0.07793022,-0.466289,-0.45978403,0.0050524245,-0.33374727,-0.03433813,-0.1339665,0.04065793,-0.021624671,-1.2557415,0.07383992,0.24254327
chr2-149831676-149832490,0.835523,-1.5153416,0.17736958,0.77636427,-0.5534384,-1.01107,0.37104,-1.1326859,0.16482694,0.4101459,-0.009391568,-0.9105331,0.35684294,0.019272275,0.010944599,0.07891521,-1.3703655,0.047519233,0.06177599
chr2-150904245-150904976,0.05656264,0.49275273,-0.30163792,-0.032597065,0.06805968,0.3339716,-0.11225083,0.017661728,-0.15185197,-0.33397582,-0.007226708,0.0044232723,0.05902429,-0.24510066,6.44126e-05,-0.004636844,0.19314863,0.017512761,-0.014041198
chr2-151543431-151544170,-0.015687106,-0.08522575,-0.023883553,0.23655957,-0.19170019,0.70406365,0.4415907,-0.83954185,0.20892672,-0.40304187,0.3368224,-0.24837871,0.19242042,-0.10169577,-0.0649454,0.020808475,-0.5462425,0.097225964,-0.48844647
chr2-152092835-152093734,0.5371515,-1.4113946,-0.09452953,0.9250202,0.024456123,-0.25899866,0.45990574,-1.370488,0.27860618,-0.021818887,-0.07935778,-0.021621903,-0.1906146,0.012352948,-0.0025636193,0.07550695,-0.9309753,0.15530244,-0.17149577
chr2-152332069-152332907,0.17485556,0.37064403,-0.3783186,-0.2738441,-0.48166353,0.2722102,0.17863742,0.42799762,0.050720897,0.40893093,-0.0416363,-0.21960962,-0.058752652,-0.48780715,0.0052529923,-0.015987769,0.5686966,0.02773404,-0.51550865
chr2-152376127-152376892,0.8942037,-0.70661956,-1.2572308,1.2235005,0.4760067,-1.1141908,0.9426057,-1.9012341,-0.8234548,-0.30038938,0.85748535,-0.99255323,-0.22980773,-0.16865897,-0.13383372,0.09553543,-1.4975606,-0.4980781,0.42130783
chr2-152819927-152820843,-0.6320642,0.81847143,-0.2659325,-1.0982574,0.017144023,0.960753,-0.58533055,1.1610484,-0.35952973,0.05781946,-0.22906686,-0.30992228,0.07027639,-0.47550803,-0.103961244,0.043944433,1.023103,-0.16892952,-0.022045575
chr2-152951150-152951898,-0.27798277,0.404399,-0.07140813,-0.25254068,0.100189574,0.16581434,0.037821267,-0.6215021,-0.14706618,0.18699694,-0.0003702686,-0.09288657,-0.00021228785,0.03445002,-0.002778572,0.0060398267,-0.43445966,0.00068036607,-0.080272004
chr2-153014800-153015624,-0.20694101,0.28679144,0.013049865,0.07540246,0.41096935,0.3764338,0.13192639,0.4164302,-0.5085167,-0.6262451,-0.019251179,-0.40327877,-0.16422579,-0.6333355,-0.010114201,0.011181289,0.36717921,-0.050170526,0.053394783
chr2-153632087-153633017,0.19713932,-0.092912905,-0.018681131,-0.22601955,-0.45642498,0.6504888,-0.11420082,0.97810644,0.16852532,-0.6584009,-0.04878277,0.10742761,-0.18959245,-0.3621118,0.012651143,0.0043133,0.3567958,-0.033311266,0.101357356
chr2-154892256-154893140,-0.3228872,0.3490808,-0.19104747,-0.0070751384,-0.027459368,0.23084198,0.06885915,0.65163696,0.0147141535,-0.5956469,-0.25842017,0.11018906,-0.09982196,-0.42566067,0.032125458,-0.0056741764,0.518614,0.06338841,-0.6478171
chr2-155356945-155357826,-0.24662149,0.73357654,-0.3767218,0.19836122,0.040682416,0.49672544,0.105552346,0.5044576,-0.2862991,-0.36211562,-0.06738211,-0.07853503,-0.17448694,-0.15522186,0.0024208669,-0.040651355,0.22017054,0.041041665,-0.009500625
chr2-156143711-156144645,0.091401465,0.3980949,-0.0762835,-0.28025633,-0.08801494,0.3415974,-0.05106539,0.70244974,0.10896102,-0.23664977,-0.06536006,-0.05372554,-0.1029256,0.07431915,-0.004883938,-0.02274855,0.5130058,-0.15737684,0.09107188
chr2-156476490-156477346,0.3178886,-1.1250197,0.5465458,0.46923345,-0.062463652,0.19122651,0.2800938,-1.2342262,0.21186246,-0.11199866,0.06664576,-0.40233612,-0.093810715,-0.20350645,-0.044328973,0.04972506,-1.2963187,0.025291046,0.38837877
chr2-156614805-156615541,0.07013184,-0.495631,0.14668112,0.38652194,0.5217543,-0.27482918,-0.37988776,-1.5616227,0.5206421,0.14278674,0.10142198,-1.0198194,-0.002808877,-0.24854895,-0.003344231,0.059967484,-0.914657,-0.06805647,0.122314416
chr2-157737090-157737985,-0.10113024,0.29634556,0.09884445,0.17057656,0.11438827,0.28982362,-0.2854113,0.43011713,-0.42267516,-0.5975321,0.0012701296,-0.061567426,0.020369668,-0.03904332,0.0015812237,-0.012657476,-0.39102256,-0.0053905617,-0.22257352
chr2-158375540-158376237,0.7690911,-1.6262119,0.52248764,0.20648463,0.4000385,-1.2488583,0.7281609,-0.53829324,0.3870276,-0.70131874,0.16401823,-1.194586,-0.48079228,-0.27642336,-0.078459464,0.2662967,-0.8768755,0.2090638,0.49684444
chr2-158380930-158381763,-0.29469663,-1.2634313,0.990407,-0.5161856,-0.44903177,-1.6260567,-1.369598,0.5616704,0.066608295,1.4869639,-0.5112591,-0.05654807,-0.55405027,0.6403634,0.010784553,0.8892888,-0.43109593,-0.5675118,-0.20176485
chr2-158385259-158386428,-0.30608478,-0.9862486,1.0307664,-1.3510804,-0.649749,-0.62223345,-0.60818356,-0.31527725,0.36378822,1.4103001,-0.35287905,-0.6563395,0.5460561,-0.021174964,0.00679917,0.41320437,-0.5881133,-0.50777876,-0.5832321
chr2-158667643-158668529,0.35682032,-0.21836787,-0.010763799,0.05215883,0.115797415,0.63277644,-0.032212194,0.30958572,0.064402476,-0.8516353,-0.026355375,0.29609528,-0.33871272,-0.08421972,-0.01569422,-0.00035157785,0.32458556,-0.019239534,-0.23295933
chr2-162943017-162943925,0.28678265,-0.5395168,0.074036494,0.38005188,-0.04057691,-0.109859444,-0.18524304,-0.89498585,0.3331451,0.3348415,0.070633896,-1.218978,-0.14459176,-0.8023807,0.04853241,0.17075178,-0.7357411,-0.054161973,0.08120313
chr2-163419146-163420005,-0.0348313,0.5562198,-0.5193787,-0.27417597,0.17230326,0.58170503,-0.033658914,0.9541497,-0.50229466,-0.57488674,-0.030228209,0.3444081,-0.46307874,-0.2157495,-0.09005056,-0.08236157,0.8469919,0.046963137,-0.45795405
chr2-163913901-163914758,-0.3394654,-1.4754905,1.1610248,-0.997265,0.8070817,-0.5208549,-0.5804735,-1.079522,0.8698209,-0.67907405,0.2319677,-0.77742463,0.14194736,0.6617313,-0.04769806,0.124344155,-1.1342953,0.28747848,-0.22839387
chr2-163917645-163918347,-0.16232827,-1.406869,0.76357377,-0.015989061,0.5736715,-0.7136236,0.09464882,-1.6311408,1.0889981,-0.332873,0.14668924,-0.58975285,0.079153426,0.3157743,-0.014985516,0.03422466,-0.4584178,-0.003357332,-0.12288775
chr2-163918576-163919330,0.38674414,-1.2988721,0.6848039,0.34043193,0.5445211,-0.5856893,0.09271351,-1.065703,0.414067,-0.13626543,0.0047713458,-1.1345379,0.13970646,-0.42567542,-0.091585085,0.30066535,-1.134511,0.3794059,-0.49842095
chr2-164822674-164823494,-0.10552163,0.06898539,-0.6836155,0.3460804,0.07679658,0.23128979,0.03985789,0.060320318,-0.2158242,-0.09207586,0.012586023,0.109323174,-0.14934084,-0.07870245,0.008036033,-0.0026629597,-0.59087217,-0.0045666695,0.00014846535
chr2-164970579-164971451,0.47049165,-1.6002177,0.63624215,0.7955765,0.0745853,-1.1310911,0.26915878,-1.6468225,0.44387028,-0.015547046,0.34922186,-1.1524551,0.087841764,-0.061326567,0.017435396,-0.04000515,-1.2680511,0.325447,-0.017208043
chr2-164999034-164999907,-0.89332414,-1.1139443,1.2015487,-0.2626669,0.16857503,-0.8602566,-1.0118456,0.15842539,-0.10946295,1.2737359,-0.3190426,-0.41955957,-0.45982972,0.29870594,0.13415639,0.32268175,-0.64649403,-0.37575784,-0.322135
chr2-165857593-165858457,-0.35753816,-0.34750172,0.02778477,-0.8854479,0.06419948,0.07060645,0.008668988,1.1988121,-0.3286062,0.53144175,-0.14248334,-0.46684253,-0.23958452,-0.18043415,0.029767193,0.07658992,0.4960017,-0.12834962,0.0028814832
chr2-165874750-165875543,0.14054178,-0.6397955,0.542499,0.21860094,-0.4131225,-0.7551859,-0.35936514,-1.1149799,0.66445386,0.42535263,-0.1291538,-0.5846444,0.2580728,0.20870286,0.02167645,0.16957289,-0.8024449,-0.05471939,0.06937577
chr2-167201476-167202339,0.6832072,-0.70503056,0.60021263,0.4086075,-0.09088601,-1.0356655,-0.04016649,-1.1627746,0.466827,-0.19125307,-0.14264183,-0.6956136,0.56166196,0.0023556333,-0.01573643,0.011588738,-0.31824297,0.2817639,-0.28024524
chr2-167294557-167295295,-0.08717043,-0.5179628,0.13517073,0.454422,-0.8802602,-1.2911694,0.59690696,-0.80469805,0.24954355,0.44738305,0.016218673,-0.696744,0.030459622,0.17823216,0.08379671,-0.043871604,-0.39215174,0.2840908,-0.03766763
chr2-167588899-167589659,-0.32208547,0.4495002,-0.7467039,-0.8755182,0.39942914,0.15669838,-0.8633311,1.771696,-0.539344,-0.76439786,-0.4318405,1.314087,0.02529982,-0.65480286,-0.3684048,-0.48393178,1.4518229,-0.61042845,-0.63825786
chr2-167924832-167925653,0.49629396,0.0025037322,0.10558363,0.4329187,0.5152213,-1.0749896,-0.61046,-0.08564001,0.21361147,0.05572281,0.018890748,-0.42872217,-0.42371032,0.20074427,0.0014407462,-0.078376785,0.2198728,-0.09805345,-0.2855013
chr2-168117259-168117926,-1.2344095,-0.600973,0.92626333,0.3487288,0.585099,-0.25336882,-0.39943138,-0.5586896,0.5998063,-0.80979997,0.047516488,-0.8708828,0.13342613,0.36914295,0.093282424,0.07623281,-0.84120613,-0.087184064,-0.048258156
chr2-168280722-168281570,1.0151126,-0.3493244,-0.29509127,0.8876811,-0.24769703,-0.86763614,0.3156515,-0.364129,-0.38750038,-1.2374393,-0.18021901,-0.0757693,0.4716691,-0.32741818,0.09886223,-0.21071649,-0.8600474,0.45726252,-0.7058377
chr2-168589339-168590119,-0.22958174,-0.3210181,-0.12785399,-1.2253233,0.22203387,-0.45046434,-1.1484107,1.3698009,0.13418348,0.35872734,-0.36201993,0.12703972,-0.6024814,0.0056686243,0.24633342,0.009723152,1.1630511,-0.39136368,-0.3371355
chr2-170406089-170406976,-0.9930908,1.1365261,-1.3909241,-1.1277105,-0.85095996,1.9231038,-1.0690821,0.12159141,-0.69238424,-0.59106785,0.094046496,-0.37079644,-0.7197737,-0.7300234,-0.10744414,-0.118331045,-0.7134286,0.22636145,-0.1599358
chr2-172042681-172043588,0.3948209,-1.4192679,0.47644722,0.36526307,0.7430865,-0.55445766,-0.14372092,-1.6662693,0.31454435,0.262606,0.36868966,-0.7677532,-0.0025877228,-0.13105944,-0.055589326,0.29662544,-1.0322447,0.11172818,-0.41188607
chr2-173737268-173738108,-0.47076693,0.24009743,-0.08079958,0.037292063,-0.007315007,0.43272358,-0.5496631,0.3756158,0.1858625,0.10015264,-0.055131465,0.028804637,-0.12738329,-0.041269723,-0.00376279,0.013899282,0.47048283,-0.07460076,-0.04279792
chr2-174346014-174346888,-0.22673677,-0.83328474,1.0378753,-1.5231946,-0.15965585,-1.0954064,-1.4833405,1.0460112,-0.6608818,1.6486937,-0.47441286,0.4034558,0.042308178,-0.33204705,-0.023925241,0.081942394,-0.24499752,-0.36392936,-0.49684274
chr2-174463532-174464356,-0.19352002,0.5410874,0.0065079364,0.120672464,-0.16720146,0.49145362,-0.2553937,0.4052626,-0.2290512,-0.0219083,-0.037114996,-0.08392607,0.029864674,0.014844684,0.0063266843,-0.01216264,-0.09513998,0.005506729,-0.43965226
chr2-174598558-174599382,0.79802644,-1.3572481,0.4403516,0.86707926,-0.01457408,-1.5267068,0.28848824,-0.6629374,0.4979641,-0.7330596,-0.15131652,-1.0503961,-0.2431451,0.44942456,0.06170603,-0.07056264,-0.76664495,0.13344085,-0.024099251
chr2-174599620-174600238,1.0375094,-0.56366205,0.21668284,0.72055346,-1.4375082,-1.3202488,0.5417676,-1.1556685,0.7538061,-0.87413365,0.2176338,-0.9682027,-0.5027896,0.18140948,0.031760223,0.11440678,-0.5772018,-0.009533185,0.29776078
