,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 8,Shared topic 9,Shared topic 10,Shared topic 14,Shared topic 15,Epigenomics private topic 7,Epigenomics private topic 9,Epigenomics private topic 10
Smyd3,-0.5276178,-0.4337142,-0.9456937,-0.36139846,-1.2099246,-0.53134257,-0.46186575,-0.43400392,-0.402607,-0.4027637,-0.40200442,-0.51507914,-0.46825254,-0.5145349
Slc38a3,-0.42766008,-0.54976267,-3.088767,-1.0092854,-2.8357425,-0.3373223,-1.1720358,-1.1713543,-0.876566,-1.0057862,-0.8586841,-0.23679668,-0.721074,-0.40452704
Kctd12,-0.42406467,-0.83835757,-1.9368422,-0.7161404,-2.1548343,-0.65302444,-0.779164,-0.78314114,-0.71285343,-0.7190616,-0.71278274,-0.62494373,-0.44875142,-0.42262504
Mir6991,-0.4898872,-0.5458968,-2.4690914,-0.6748574,-1.8125992,-0.22944704,-0.60811174,-0.61392236,-0.6037502,-0.60616875,-0.6033108,-0.25803596,-0.63993037,-0.5641111
Pou3f3,-0.9193439,-0.47311652,-1.9746972,-0.6363518,-1.9975358,-0.22529683,-0.6796686,-0.67722166,-0.66485256,-0.6665784,-0.664507,-0.2572218,-0.74701095,-0.93687654
Mtus2,-0.6125313,-0.7494784,-1.098356,-0.4058782,-1.3613791,-0.77211696,-0.34139308,-0.4218094,-0.46046966,-0.44907197,-0.4614328,-0.80805445,-0.6311253,-0.602996
Ccdc85c,-0.46535975,-0.6184829,-1.3364617,-0.45322394,-1.7277248,-0.41518155,-0.6592091,-0.7342796,-0.5647602,-0.56893045,-0.562587,-0.44311213,-0.5706317,-0.43459502
Adgrl1,-0.67519337,-0.7122195,-1.5098035,-0.5476538,-1.6011214,-0.58191246,-0.50248504,-0.4863154,-0.53644204,-0.5345146,-0.53646916,-0.5314947,-0.69218296,-0.7465215
Dpf1,-0.8641925,-0.65618587,-1.5543582,-0.51322377,-1.776813,-0.6234338,-0.5630488,-0.51608443,-0.59325117,-0.5923138,-0.593144,-0.7358861,-0.73746,-0.8586977
Ntrk3,-0.63631845,-0.6150112,-0.57889605,-0.2562036,-1.2915419,-0.6461591,-0.4631626,-0.40147546,-0.42926058,-0.4300495,-0.42845476,-0.6075586,-0.6051262,-0.6689777
Zcchc24,-0.39756203,-0.2598687,-2.3843288,-0.85279304,-2.135419,-0.3799576,-0.8660049,-0.8337126,-0.6774176,-0.73921937,-0.6752183,-0.21134728,-0.43757474,-0.5854947
Gja4,-0.40089566,-0.9714365,-2.3303952,-0.7397275,-2.259889,-0.9176966,-0.74260247,-0.7963507,-0.7533919,-0.75332284,-0.75367826,-0.9578712,-0.8441858,-0.42723665
Mir129-1,-0.83149827,-0.6847432,-1.1277671,-0.45970014,-1.4971251,-0.656969,-0.40440357,-0.45322305,-0.5016949,-0.5002782,-0.50222343,-0.6709723,-0.7448844,-0.783901
Dgkh,-0.62988496,-0.77603817,-1.2944889,-0.53168786,-1.6472085,-0.80446863,-0.52316165,-0.51982427,-0.5497688,-0.5480607,-0.55088854,-0.7863035,-0.66844136,-0.52590287
Myo10,-0.33998245,-0.46770662,-1.6098797,-0.54457057,-1.5290471,-0.38758397,-0.5674615,-0.5360644,-0.50796175,-0.50943303,-0.5078296,-0.37400758,-0.47706443,-0.25098357
Pebp4,-0.58151495,-0.64926475,-1.2277833,-0.4064328,-1.4253621,-0.65378636,-0.44010252,-0.46530256,-0.4755728,-0.4735454,-0.4753726,-0.6666924,-0.5919297,-0.60175085
Mir8114,-0.3698196,-0.38501555,-2.8525965,-0.86226827,-1.9219824,-0.38007173,-0.61230564,-0.6700294,-0.6381143,-0.6544366,-0.6402932,-0.5002056,-0.31509787,-0.43412542
Tns1,-0.18215123,-0.40558672,-1.5732671,-0.52870494,-1.3881612,-0.36746252,-0.5049546,-0.48628324,-0.46124765,-0.46198976,-0.4611029,-0.30072248,-0.45603833,-0.14729175
Mir22hg,-0.3819502,-0.643731,-2.2312036,-0.72005826,-2.1514585,-0.44425207,-0.8033175,-0.79447633,-0.6977997,-0.7125373,-0.697606,-0.4209596,-0.36492148,-0.51931965
Crtac1,-0.8798118,-0.5380611,-1.9425445,-0.55534345,-1.6080518,-0.6347631,-0.48612127,-0.48404402,-0.5409813,-0.53690773,-0.54034925,-0.7394108,-0.76842797,-0.8101196
Col25a1,-0.57146627,-0.6443044,-1.0804029,-0.3498841,-1.5059433,-0.64586985,-0.5639256,-0.56534755,-0.49662605,-0.4965515,-0.4916543,-0.63706243,-0.54734313,-0.5860638
Vwa5b1,-0.8595948,-0.89196694,-1.7113076,-0.6434102,-1.7567096,-0.91464925,-0.3783443,-0.5363819,-0.6127132,-0.5854722,-0.6158411,-0.83165663,-0.83997697,-0.8428313
Dusp7,-0.3371616,-0.33223176,-1.6822593,-0.6059103,-1.4787235,-0.5053989,-0.46255788,-0.4588552,-0.49318376,-0.49434528,-0.49472308,-0.5141745,-0.2986536,-0.33188093
Foxn3,-0.39950383,-0.21840617,-1.6852628,-0.47450703,-1.362501,-0.3995213,-0.5241943,-0.49141872,-0.45071158,-0.45234308,-0.45062605,-0.4391268,-0.30461323,-0.41689715
Syne2,-0.50988066,-0.6633241,-1.8152754,-0.584854,-1.756469,-0.6049381,-0.59083426,-0.58318776,-0.5854193,-0.5852072,-0.5856872,-0.64520955,-0.6274297,-0.5018039
Col27a1,-0.6373913,-0.42234492,-1.8464763,-0.6207565,-1.8657763,-0.57856846,-0.64106536,-0.6685576,-0.62002134,-0.6221434,-0.6197536,-0.5775745,-0.5552969,-0.7188835
Zfp710,-0.42489034,-0.4851023,-1.7674749,-0.5987247,-1.9522073,-0.52603847,-0.79450625,-0.72971964,-0.63265455,-0.6452985,-0.6318724,-0.56504256,-0.17929143,-0.5032598
Mir378a,-0.59300935,-0.71912795,-1.5923742,-0.525119,-1.6443198,-0.7653503,-0.5396094,-0.5246287,-0.5487675,-0.5490022,-0.54836607,-0.77156025,-0.66305286,-0.608223
Bcl6,-0.5601156,-0.562866,-2.555049,-0.82822347,-2.140355,-0.43877637,-0.6984398,-0.77702427,-0.71298856,-0.7137375,-0.71258307,-0.34663466,-0.610491,-0.74921024
Atxn10,-0.784542,-0.60879,-2.2695036,-0.7435471,-1.7325872,-0.71432453,-0.48045743,-0.45738733,-0.5946525,-0.5782492,-0.59609133,-0.77502084,-0.7240247,-0.8148772
1700113A16Rik,-0.64581835,-0.7047669,-1.8325596,-0.6582184,-2.0497499,-0.39929435,-0.72974366,-0.6915235,-0.68069094,-0.68465734,-0.6806753,-0.36900568,-0.68399465,-0.65232193
Car11,-0.48708123,-0.52399534,-1.6466529,-0.53814113,-1.8270934,-0.47048974,-0.63858724,-0.6239593,-0.60492545,-0.61375993,-0.6041076,-0.42264318,-0.52573216,-0.5409552
Tmem158,-0.7003542,-0.6854547,-0.77780986,-0.30765736,-1.756067,-0.7941757,-0.6357884,-0.6405114,-0.5751732,-0.616396,-0.5638236,-0.7178463,-0.76348,-0.67087734
Pantr1,-0.82647413,-0.5750799,-2.10464,-0.6716901,-1.9386737,-0.27265766,-0.58057886,-0.6581049,-0.6479377,-0.6488402,-0.6480878,-0.24343926,-0.7526475,-0.8582728
Ddr1,-0.7944933,-0.34579146,-2.301441,-0.7038157,-2.218162,-0.47121078,-0.7866502,-0.82906955,-0.73472023,-0.7397171,-0.7329764,-0.50158644,-0.7051147,-0.8513813
Dnajb1,-0.50778776,-0.55473757,-1.8980336,-0.6269215,-1.9194717,-0.57077163,-0.6610485,-0.69058955,-0.6388645,-0.64113575,-0.63856405,-0.5932586,-0.63416815,-0.47608596
Tacc3,-0.43810165,-0.55239296,-2.4799554,-0.7885245,-2.195146,-0.39666334,-0.8340966,-0.8271344,-0.72065514,-0.73162156,-0.72052425,-0.41914693,-0.53109884,-0.47218454
Kcnj10,-0.79749674,-0.32267702,-3.6199443,-1.106358,-2.887063,-0.31525522,-1.1740682,-1.18021,-0.8777778,-1.0478566,-0.867018,-0.1784218,-0.6124798,-0.9859918
Mirlet7i,-0.4499839,-0.47457653,-1.657839,-0.5189651,-1.3664078,-0.3299713,-0.3955126,-0.4338219,-0.4578331,-0.45831436,-0.4582348,-0.38905063,-0.4017872,-0.4914937
5033417F24Rik,-0.6120104,-0.48670357,-1.9277459,-0.60602653,-1.807414,-0.48532808,-0.60557,-0.60284543,-0.602105,-0.60253143,-0.6018614,-0.5148665,-0.57353544,-0.64439857
Mtss1,-0.37159777,-0.39205104,-1.8279337,-0.5172909,-1.5398471,-0.43454129,-0.61577743,-0.60046566,-0.5089998,-0.5122497,-0.50867426,-0.41806307,-0.4128723,-0.35092634
Sgcd,-0.50517476,-0.4448436,-0.99874794,-0.32173535,-1.1613208,-0.49420345,-0.41364345,-0.43041268,-0.38682678,-0.38733402,-0.38545358,-0.509669,-0.4533838,-0.4942959
Ttll11,-0.673353,-0.72472614,-0.8669203,-0.3658226,-1.378036,-0.7477865,-0.39263654,-0.40265334,-0.46945032,-0.4629227,-0.47355962,-0.76949036,-0.631584,-0.6728079
Tmem132c,-0.6629856,-0.64418167,-1.5811417,-0.5529018,-1.7050486,-0.6741489,-0.5779981,-0.58162224,-0.5683296,-0.5680348,-0.56801194,-0.69153553,-0.68132716,-0.7134648
Phlda1,-0.41289055,-0.49151835,-1.5349836,-0.5227554,-1.7519336,-0.5760474,-0.6113241,-0.7493141,-0.5787028,-0.58737206,-0.57748526,-0.5837275,-0.598764,-0.32944012
Ptprr,-0.55853117,-0.7543654,-1.791326,-0.5956224,-1.7686977,-0.8192062,-0.5578071,-0.59296286,-0.59066993,-0.5901225,-0.5908475,-0.8280343,-0.71666706,-0.4607523
Xkr6,-0.76043576,-0.6389419,-0.9134413,-0.2848121,-1.5948167,-0.8013085,-0.6116608,-0.58073074,-0.52202874,-0.524965,-0.5146933,-0.7975773,-0.66565704,-0.69787526
Scarna17,-0.35527062,-0.6529506,-1.4066432,-0.49578875,-1.7394202,-0.3805756,-0.71450096,-0.66967463,-0.5682672,-0.57242054,-0.56647956,-0.3993687,-0.4125584,-0.37899458
Atp1a1,-0.68147653,-0.60565716,-1.9911231,-0.6808414,-1.6482902,-0.6242526,-0.3865068,-0.4249134,-0.56307316,-0.5587134,-0.5654474,-0.6776864,-0.63689977,-0.6886707
Snora26,-0.53927946,-0.55924135,-1.8579128,-0.5911895,-1.7798645,-0.56250805,-0.59464735,-0.59886384,-0.5931616,-0.5933543,-0.5932306,-0.5732046,-0.56435686,-0.5687762
Taok3,-0.65437794,-0.6348089,-2.2073698,-0.6674219,-1.7581704,-0.7291083,-0.5345507,-0.55907375,-0.58906054,-0.5849614,-0.5896788,-0.7429207,-0.58345354,-0.65726227
Pitpnm2,-0.46553028,-0.6048862,-1.5353664,-0.5057475,-1.3146851,-0.43490702,-0.29459804,-0.4122852,-0.44473255,-0.4396952,-0.44503182,-0.427298,-0.5797084,-0.4770723
Casz1,-0.60384226,-0.5898115,-1.5540963,-0.43831125,-1.6418297,-0.43056837,-0.6306287,-0.60248125,-0.5453385,-0.5461365,-0.54457563,-0.58411,-0.59807956,-0.5839246
Elk3,-0.51468813,-0.78986526,-1.7955854,-0.7034093,-1.6720598,-0.60180277,-0.37845153,-0.45438054,-0.57533723,-0.5715539,-0.58155334,-0.6801507,-0.7111335,-0.39375618
Lrrc4c,-0.54717815,-0.43516523,-0.8056432,-0.31225994,-1.1099787,-0.6118385,-0.3437504,-0.37157398,-0.37051237,-0.37154064,-0.37093234,-0.58401763,-0.43769267,-0.5234536
Mir9-3,-0.59366965,-0.35120144,-1.1619157,-0.36124444,-1.070139,-0.09250131,-0.33788276,-0.31736356,-0.35714814,-0.35889804,-0.35745242,-0.09396666,-0.49076903,-0.64825
Rgs7,-0.6964215,-0.6723734,-1.5407588,-0.5689807,-1.3104701,-0.69551504,-0.25467017,-0.3821153,-0.46390253,-0.44512364,-0.46649587,-0.5960288,-0.6986923,-0.7059854
Prrt2,-0.3548445,-0.4897444,-1.7589291,-0.5211181,-1.5580868,-0.3368829,-0.5283863,-0.49228203,-0.5185939,-0.52187717,-0.51840633,-0.42112678,-0.42241436,-0.3499864
Creb5,-0.5302393,-0.32369053,-1.8929219,-0.5997577,-1.545007,-0.45777577,-0.54387254,-0.5420148,-0.5143241,-0.51110744,-0.51349694,-0.40819076,-0.5116984,-0.589216
Id3,0.036618292,-0.31374305,-2.201797,-0.6583054,-1.6958357,-0.18541175,-0.7166587,-0.76256585,-0.5222872,-0.5908852,-0.52295977,-0.11691809,-0.41383398,0.10933387
Hspg2,-0.36196297,-0.5262197,-2.5014396,-0.8186111,-2.2585282,-0.8289406,-0.7689077,-0.90567136,-0.7480291,-0.7500818,-0.7490438,-0.77897054,-0.7340642,-0.2824166
P2ry6,-0.52934027,-0.7995978,-2.5715141,-0.88486993,-2.1637654,-0.67183065,-0.6902181,-0.67965376,-0.7240795,-0.7208268,-0.7262048,-0.71221185,-0.30274063,-0.73820305
Actn4,-0.34616804,-0.46657014,-2.4069333,-0.8021403,-1.7310846,-0.71512365,-0.47161722,-0.49224752,-0.5934015,-0.58841056,-0.5958505,-0.6422004,-0.64079124,-0.35419175
Foxf2,-0.3385465,-1.0725436,-2.9832256,-0.97395575,-2.7044947,-1.0386021,-0.9163091,-0.95077467,-0.8994448,-0.9011231,-0.9016591,-1.0805762,-0.9489324,-0.21178442
Bmper,-0.67804897,-0.66622585,-1.8267236,-0.59618896,-1.7880275,-0.52401197,-0.5930027,-0.59530854,-0.59640336,-0.596007,-0.5963728,-0.55602664,-0.5911709,-0.7084793
Inpp4a,-0.7608694,-0.7324801,-1.473061,-0.575967,-1.7356287,-0.93076414,-0.5213804,-0.4790825,-0.5832957,-0.5778186,-0.58455026,-0.8568212,-0.7467953,-0.7911403
Hectd4,-0.7633155,-0.65996486,-1.534198,-0.56364083,-1.6357765,-0.8249795,-0.47041425,-0.47442946,-0.5491731,-0.54611564,-0.54993254,-0.7934551,-0.70558554,-0.74724925
Tanc2,-0.69315386,-0.7035799,-1.2608702,-0.4736549,-1.5024643,-0.7905055,-0.45817235,-0.45897585,-0.5061402,-0.5035449,-0.5066154,-0.7975745,-0.59026504,-0.69222057
Palm2,-0.5866946,-0.6317851,-2.1942017,-0.63732576,-1.6909331,-0.8775549,-0.5094014,-0.48598495,-0.5680814,-0.56325525,-0.56872404,-0.8700488,-0.6795208,-0.5414025
Retreg1,-0.60590994,-0.4683944,-2.030691,-0.6654346,-1.9301935,-0.66129994,-0.652072,-0.6469299,-0.64336425,-0.64283997,-0.64405775,-0.6717521,-0.5380337,-0.60597855
Fer,-0.6002207,-0.5686475,-1.5569692,-0.5525253,-1.6754844,-0.67351437,-0.5657913,-0.5552214,-0.55849206,-0.5580723,-0.558286,-0.69296455,-0.60702634,-0.6013114
Cyth1,-0.40807217,-0.373636,-1.9375674,-0.572755,-1.6216936,-0.47000608,-0.5262165,-0.55378723,-0.54068285,-0.5409525,-0.54044944,-0.46757427,-0.43257353,-0.37787607
Fat3,-0.6254853,-0.5644466,-1.1402738,-0.40321046,-1.273477,-0.65282273,-0.3818347,-0.41415134,-0.42561328,-0.42331445,-0.42553747,-0.6349781,-0.49901187,-0.6007882
Fam72a,-0.4209568,-0.50968283,-1.7340791,-0.60330874,-1.849751,-0.43900913,-0.7027002,-0.6523583,-0.6115285,-0.61523014,-0.61139405,-0.48464358,-0.4362586,-0.40804723
Gm10584,-0.55619866,-0.74770224,-1.2846626,-0.52813256,-1.7114743,-0.78877413,-0.5330174,-0.55129224,-0.57161075,-0.5706326,-0.5730295,-0.74079394,-0.6918613,-0.48540384
Ccr10,-0.47655317,-0.7558384,-1.742572,-0.62605125,-2.0306246,-0.56969947,-0.6930121,-0.69147784,-0.67452323,-0.67768437,-0.67375356,-0.6400963,-0.51693195,-0.51366377
Lhx2,-0.7672404,-0.74784076,-2.7667005,-0.9245221,-2.0680106,-0.4257651,-0.5066548,-0.68780804,-0.7097621,-0.70509547,-0.7130724,-0.4251497,-0.81749445,-0.7522271
Myo5a,-0.8933011,-0.824648,-1.5500625,-0.6189507,-1.7694633,-0.96723914,-0.43750656,-0.4595491,-0.6092567,-0.5883331,-0.614182,-0.9383777,-0.8478956,-0.8136426
Snord35a,-0.41799158,-0.5607552,-1.9404569,-0.59822863,-2.055323,-0.35278141,-0.8523504,-0.7664482,-0.66080236,-0.6829636,-0.65893126,-0.40155268,-0.4379859,-0.45314625
Hist1h1a,-0.5335174,-0.64514023,-2.1214077,-0.6802774,-2.0126944,-0.48633844,-0.67765045,-0.674348,-0.6701061,-0.6709719,-0.67005885,-0.5601471,-0.6575744,-0.454001
Fam178b,-0.5537816,-0.39906907,-2.1310315,-0.678615,-1.9642782,-0.70563716,-0.67630327,-0.6899076,-0.6530911,-0.652663,-0.6531319,-0.6680724,-0.5175953,-0.56503606
Jund,-0.30636692,-0.44225487,-1.6507317,-0.47872192,-1.570582,-0.3138146,-0.5945194,-0.5982861,-0.5166872,-0.5201654,-0.51562923,-0.39250475,-0.28735313,-0.31989926
Thy1,-0.89392406,-0.8215669,-1.6936364,-0.6468878,-1.7931424,-0.74658835,-0.47179872,-0.47563487,-0.6186485,-0.6078582,-0.6215322,-0.75172555,-0.85782146,-0.8881484
Lrch1,-0.4660031,-0.6122157,-1.693726,-0.57347167,-1.7444046,-0.72340167,-0.5899274,-0.585239,-0.5811149,-0.5810283,-0.58142626,-0.69347596,-0.5190325,-0.4314742
Lyl1,-0.27599055,-0.91912127,-3.5791693,-1.1869649,-2.6353698,-0.73815155,-0.8273453,-0.83508253,-0.87951654,-0.8833805,-0.8960467,-0.86669123,-0.54642826,-0.17560977
Hip1,-0.3185094,-0.40667418,-1.9012812,-0.6299692,-1.6298512,-0.47360802,-0.5910649,-0.57983863,-0.5404687,-0.5415583,-0.5410596,-0.3903836,-0.5619108,-0.25561655
Pcdhgc3,-0.7465459,-0.68652236,-1.8471717,-0.61996204,-1.8625236,-0.4259181,-0.62937057,-0.61677694,-0.6205864,-0.6205997,-0.6203248,-0.42297757,-0.6833012,-0.8097016
Hist1h2af,-0.6553749,-0.7233078,-1.8685124,-0.64293325,-1.9688654,-0.4696797,-0.6493448,-0.6447051,-0.6561117,-0.6570767,-0.6562671,-0.57490796,-0.66162276,-0.6623389
Atp10a,-0.36583066,-0.7490368,-2.1819289,-0.67135686,-1.890077,-0.7712025,-0.6267384,-0.62606484,-0.63024664,-0.6289043,-0.6302574,-0.81161165,-0.71555287,-0.23259932
Btrc,-0.63865864,-0.6269287,-1.3757544,-0.5306361,-1.6853755,-0.6943549,-0.57780796,-0.57906467,-0.5611324,-0.5608435,-0.56082714,-0.7005573,-0.6569025,-0.6341282
Snord42b,-0.7148065,-0.60753393,-2.4010491,-0.7509191,-2.1352239,-0.3552096,-0.74469966,-0.68016607,-0.71008676,-0.71228194,-0.7098528,-0.33910584,-0.6345247,-0.8557035
Gm9054,-0.5075707,-0.7693951,-2.7337854,-0.9296479,-1.954396,-0.53586185,-0.59422135,-0.49682206,-0.66535205,-0.656909,-0.67366946,-0.5964055,-0.2112652,-0.682356
Hist1h3g,-0.66012156,-0.7202296,-1.7033374,-0.60805184,-1.8667405,-0.44139022,-0.6209722,-0.6130479,-0.6221238,-0.62296784,-0.62209195,-0.52305716,-0.63038844,-0.66922516
Malat1,-0.19211963,-0.2268924,-1.430852,-0.5457958,-1.1054981,-0.37868768,-0.42010868,-0.3576645,-0.36547318,-0.36890927,-0.3680139,-0.30323207,-0.23951532,-0.24633753
Ptpn11,-0.7286589,-0.5500187,-1.433234,-0.5397731,-1.8945022,-0.8210887,-0.6615117,-0.63353896,-0.6298029,-0.6306222,-0.6296927,-0.8048047,-0.7552809,-0.7300631
Timp3,-0.3969423,-0.64534307,-2.6605585,-0.84765893,-2.1389542,-0.52259576,-0.77521306,-0.80743414,-0.70263135,-0.7051974,-0.7010081,-0.42605314,-0.6269496,-0.4853536
Arid1b,-0.42498514,-0.35038188,-1.114716,-0.33266637,-0.9917735,-0.36433798,-0.30585444,-0.3266893,-0.33198693,-0.33118537,-0.33211556,-0.39012888,-0.36884353,-0.43640763
Oard1,-0.5275978,-0.5565494,-2.2571807,-0.7013859,-2.099651,-0.43468124,-0.7954055,-0.7385629,-0.69537663,-0.6996967,-0.694328,-0.45928878,-0.49790674,-0.5906829
Plcl2,-0.7060948,-0.7866262,-1.0864668,-0.43687418,-1.6563995,-0.7970277,-0.53775597,-0.48573774,-0.5551756,-0.552537,-0.55632573,-0.8356653,-0.44636273,-0.7735086
Cnnm2,-0.54380906,-0.59497887,-1.3637713,-0.53096455,-1.7210681,-0.59796405,-0.5862005,-0.5842536,-0.5729283,-0.5742271,-0.5732497,-0.5632039,-0.6255244,-0.60127753
Stum,-0.58358395,-0.6546607,-1.6402068,-0.5648522,-1.6619494,-0.709472,-0.53827655,-0.5505493,-0.5550751,-0.55397815,-0.55544424,-0.71112,-0.60403425,-0.61592406
Cog5,-0.80442727,-0.64875394,-1.9334717,-0.6516015,-1.7391157,-0.70736545,-0.51317847,-0.5299203,-0.58494633,-0.57856697,-0.58482254,-0.6511241,-0.71361613,-0.8550867
Rbms1,-0.44353577,-0.8022126,-1.1226712,-0.53423387,-1.8260876,-0.7354918,-0.61882913,-0.66516507,-0.6080995,-0.61203915,-0.6086007,-0.7834574,-0.6370115,-0.36669424
Ksr1,-0.451804,-0.5083129,-1.4035592,-0.48319864,-1.5957072,-0.5331075,-0.6344511,-0.55152476,-0.5276955,-0.5287157,-0.52716947,-0.5199312,-0.45782644,-0.5103727
Arhgap35,-0.56876296,-0.44066763,-2.3308911,-0.6900909,-1.7940547,-0.53898,-0.5791637,-0.6097525,-0.59820765,-0.59883624,-0.5977996,-0.47984806,-0.6029608,-0.6152214
Igsf9b,-0.9171623,-0.6814145,-1.8164504,-0.6101212,-1.7194926,-0.7977036,-0.4993434,-0.40266985,-0.58754295,-0.5758482,-0.58997357,-0.79331434,-0.86123216,-0.84553754
Nog,-0.6188347,-0.66508114,-2.2013557,-0.6785687,-1.7640591,-0.49944735,-0.56068784,-0.5632582,-0.5894917,-0.5875738,-0.5890792,-0.5330604,-0.6362181,-0.6841914
Klf9,-0.3150249,-0.5447194,-1.6764662,-0.6279386,-1.5212249,-0.43306512,-0.47688457,-0.43027556,-0.5090906,-0.5100088,-0.51079285,-0.3886705,-0.59026396,-0.29933047
Dmd,-0.541503,-0.4530775,-1.1284773,-0.4302006,-1.2949923,-0.5896542,-0.4343728,-0.40413103,-0.43196604,-0.43068886,-0.43254876,-0.58411634,-0.52542096,-0.57455575
Sept5,-0.45538223,-0.6061966,-1.9197593,-0.6547892,-1.7178435,-0.52184343,-0.48073176,-0.5328114,-0.5769624,-0.57398736,-0.57842237,-0.42133227,-0.68120605,-0.4382494
Gm10658,-0.30916345,-0.4671963,-1.9419265,-0.587332,-1.8440373,-0.32064468,-0.69481725,-0.6726587,-0.60070926,-0.6193707,-0.6000717,-0.35760447,-0.44268066,-0.3174746
Rps21,-0.3273526,-0.47896528,-1.5717571,-0.5012243,-1.6043657,-0.3749192,-0.6073,-0.64916193,-0.531211,-0.5344534,-0.52987635,-0.38310885,-0.5016994,-0.28880012
Dlx2,-0.78929603,-0.67835414,-1.9395313,-0.5598569,-2.196861,-0.3727898,-0.90083134,-0.8721453,-0.70576066,-0.72170186,-0.6966425,-0.4762323,-0.65269536,-0.80724764
Dnpep,-0.4768833,-0.4949442,-1.4646587,-0.47754192,-1.9316144,-0.42767495,-0.78863525,-0.75242484,-0.6138847,-0.64444727,-0.6093315,-0.40804052,-0.51396215,-0.53265226
Hnrnpa0,-0.37980065,-0.5728875,-1.1479104,-0.44443834,-1.3892571,-0.488703,-0.48101804,-0.4614808,-0.46218655,-0.46336308,-0.4621885,-0.602819,-0.42818323,-0.32736292
Myo3b,-0.6755138,-0.5930458,-0.59591013,-0.2320958,-1.4601996,-0.4871339,-0.5998893,-0.60021067,-0.46730912,-0.4762286,-0.451283,-0.5037642,-0.5964328,-0.66761756
Hs1bp3,-0.43175888,-0.45250842,-1.7769928,-0.65532815,-1.8757741,-0.5888339,-0.634881,-0.6571372,-0.62360924,-0.6247462,-0.6244297,-0.5704051,-0.4744166,-0.44255924
Tns3,-0.4101767,-0.12965006,-1.8279141,-0.5792777,-1.4859221,-0.3470191,-0.57536596,-0.56660795,-0.4844426,-0.49490598,-0.48426634,-0.2867284,-0.24063432,-0.5021542
Bbs10,-0.7547919,-0.70914006,-1.2964336,-0.48698357,-1.8368559,-0.7697324,-0.5998843,-0.61079097,-0.61188334,-0.62092507,-0.6121925,-0.7573375,-0.74509835,-0.6851461
Kcnq5,-0.7738751,-0.65112484,-0.6255301,-0.27427104,-1.3254582,-0.7256974,-0.3954219,-0.45357627,-0.44839653,-0.437302,-0.44615036,-0.71212417,-0.67631805,-0.71612656
Scaf8,-0.5534967,-0.55599976,-1.8799825,-0.58657426,-1.72695,-0.6454522,-0.57520586,-0.5705068,-0.57563496,-0.5753509,-0.57577664,-0.6620128,-0.59663564,-0.5115091
BC051226,-0.43464607,-0.53653336,-2.1173143,-0.6337348,-2.0993104,-0.48407972,-0.8301682,-0.74090046,-0.6827661,-0.70158446,-0.68068826,-0.56527144,-0.39403117,-0.471847
Mir6976,-0.45978987,-0.40604606,-1.8279775,-0.55741173,-1.597627,-0.36404932,-0.5375557,-0.516674,-0.53224397,-0.5348951,-0.53253055,-0.34490407,-0.5709779,-0.546296
Mir6417,-0.82175285,-0.77769387,-1.4900007,-0.551473,-1.7668424,-0.8609953,-0.57030886,-0.57797146,-0.5913372,-0.5890149,-0.59144515,-0.86044216,-0.79095614,-0.8126998
Rgs6,-0.52892125,-0.5560457,-1.5305803,-0.52706474,-1.0873331,-0.48023856,-0.2442059,-0.25980747,-0.38601246,-0.35110474,-0.39023378,-0.46618617,-0.55009514,-0.5505099
Macrod2,-0.44164085,-0.35051858,-0.47941047,-0.17068268,-0.86999947,-0.39982593,-0.31242377,-0.3237186,-0.28779283,-0.2864086,-0.2852412,-0.42566693,-0.3508166,-0.44295925
4930405A21Rik,-0.5264003,-0.54351187,-1.1211348,-0.40171412,-1.2657199,-0.53187346,-0.40800357,-0.32266712,-0.42299286,-0.4227962,-0.42340758,-0.5753787,-0.5563305,-0.5168639
Chd9,-0.42903194,-0.5242483,-1.6922985,-0.539153,-1.4724188,-0.3738019,-0.50890523,-0.47424975,-0.48999816,-0.48983786,-0.489897,-0.3690123,-0.28628054,-0.5141483
Hist1h3a,-0.52767867,-0.6589087,-2.1663747,-0.67478335,-1.9807699,-0.51650554,-0.67275697,-0.6639669,-0.65963346,-0.6602951,-0.6597331,-0.5964889,-0.6346692,-0.46347386
Midn,-0.22515234,-0.41719708,-1.6713097,-0.561578,-1.4669756,-0.28946775,-0.5285559,-0.52089185,-0.48581362,-0.50427,-0.48605368,-0.258812,-0.32030568,-0.21470585
Fos,-0.35469136,-0.46665937,-1.7001224,-0.60972583,-1.3683038,-0.3763325,-0.43059042,-0.41167283,-0.45779335,-0.45692715,-0.45838982,-0.36170587,-0.41980737,-0.43181926
Zfp366,-0.3699116,-0.74321514,-2.4067798,-0.78572893,-2.0981832,-0.8197915,-0.7119115,-0.69581026,-0.7004522,-0.6987372,-0.70139545,-0.7303555,-0.7614227,-0.24003193
Chn1,-0.88175356,-0.8395917,-1.388377,-0.5007202,-1.7943996,-0.7931906,-0.56539273,-0.51236117,-0.60207796,-0.6003117,-0.60283047,-0.7455938,-0.81887364,-0.8283782
Brsk2,-0.83050114,-0.5146611,-1.9993896,-0.6803423,-1.7420946,-0.6392063,-0.49174717,-0.49969313,-0.591551,-0.5867746,-0.5908743,-0.6531485,-0.7845471,-0.8552536
