,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 8,Shared topic 9,Shared topic 10,RNA private topic 1,RNA private topic 3,RNA private topic 5,RNA private topic 7,RNA private topic 8
NUP107,-0.0044353274,0.15442808,0.02171598,-0.06079312,-0.17293376,-0.09188401,0.25920582,-0.562613,0.0033661583,-0.20870136,0.0012923887,-0.0058768285,0.006513511
CPSF6,-0.0042954413,0.3070289,0.17267184,-0.69944185,-0.546671,-0.92886364,0.21400037,-0.4480188,0.011826379,-0.92314476,0.0028902674,-0.020193875,0.0020054884
LYZ,0.047051296,-0.15494396,-0.93328863,0.040716,0.30122966,0.79645926,-0.65878063,0.07273352,-0.8182446,0.86724967,0.008644582,0.022049416,-0.05229999
CNOT2,-0.002044892,0.17995222,-0.0265693,-0.27132538,-0.108634695,0.008424619,0.28236258,-0.551495,-0.004028688,-0.24582602,0.002565239,-0.007573808,-0.020242281
ZFC3H1,0.004639509,0.058361385,0.0242914,-0.08570785,-0.12193622,-0.23708497,0.23155676,-0.62891746,0.001358814,-0.23175953,-0.0017867583,0.0006268123,-0.08180986
RAB21,-0.003453274,0.24233723,-0.096450046,0.01588088,-0.0041565066,0.40631026,-0.035717607,0.50664073,-0.013230078,0.32239085,0.001904207,-0.0051128822,0.028288523
TBC1D15,0.02740794,-0.510858,-0.23627928,-0.8125562,-0.048739597,1.0430857,-0.0038549546,0.3139903,-0.12593237,0.42048028,-0.0019161743,0.08021602,0.13175544
ATXN7L3B,0.020832477,0.039110176,0.047074437,-0.7862432,-0.047135316,-0.6643408,-0.020134164,-0.26627713,-0.005450231,-0.044263307,-0.001289778,0.01790224,-0.17186697
PHLDA1,-0.9868489,-0.3086663,0.11728948,0.35313073,-0.36574298,-0.09387017,-0.31273097,0.3303047,0.13224673,-0.3322247,-0.009812826,-0.32483763,0.07348792
OSBPL8,0.0037706455,-0.10006503,-0.005420802,-0.81873363,-0.12507468,-0.21313702,0.21022983,0.07337879,0.006145844,-0.34506145,0.0042164433,0.05014968,-0.12386904
PPP1R12A,0.014405068,0.23070449,-0.08275171,-0.019815022,-0.100350104,-0.8034107,-0.23631975,-0.7794329,-0.0042675817,-0.012449812,0.0011178885,0.0025339937,-0.010529419
DCN,-0.025609149,-1.3306831,0.12488112,1.1080296,-1.2996404,-0.49577278,-1.438379,1.1305453,-0.17986606,-0.074253686,-0.011900709,0.017668214,-0.6909377
BTG1,-0.0030376667,-0.21739556,0.008349033,0.4963048,0.049342904,-0.09109231,0.08472626,-0.025053503,-0.0049129254,0.054750413,0.001324923,-0.009296759,0.0002869827
SNRPF,-0.01852592,0.32167777,0.06510408,0.65237343,-0.07514118,-0.10980155,0.64088213,-0.59785,0.017494118,-0.44700256,-0.0034680865,-0.031499293,-0.15901427
LTA4H,0.0015476755,0.35967007,-0.038046926,-0.5135839,-0.039816495,-0.1237475,0.1687775,-0.16551115,0.003715169,-0.0819789,-0.000112220114,0.007266574,-0.016275944
STAB2,1.235856,-2.3828669,-4.062711,-1.7342644,1.8396986,1.976584,-2.7220087,-1.7995769,-11.453076,2.2085044,0.36810324,1.3218111,1.1140548
CHST11,0.00075702695,0.3754521,-0.022055043,-1.50913,0.123270504,-0.9418684,0.14681049,0.13634875,-0.0021345671,-0.33606157,-0.00031810923,0.0028886234,-0.008809627
WASHC4,0.005613452,0.15207025,-0.07356174,-0.87041557,-0.002311528,0.05500689,-0.07058225,-0.36496815,-0.007078679,0.009393144,0.0014032394,0.009796746,-0.024030972
APPL2,-0.00040342248,-0.060751274,0.023922825,-0.7009226,0.033108402,0.24829707,-0.030081663,-0.17422049,0.0003692905,-0.044740733,0.0006934623,-0.00092731905,-0.0072668195
TMEM263,-0.011084773,-0.17771539,0.13090013,-0.1347439,-0.0038549155,-1.1299813,-0.14428575,0.16099907,0.01643445,-0.42024398,0.00043778904,-0.03331447,-0.038661793
PWP1,-0.018552324,0.3042904,0.13751288,-0.47100124,-0.38647568,-0.0077561764,0.3877147,-0.101849474,0.068043955,-0.15428202,-0.0018429414,-0.015992546,-0.022535658
SART3,-0.002231338,0.0165805,-0.008107577,-0.925421,-0.0107639,-0.35794914,0.10255796,-0.2411874,0.003421725,-0.14275052,0.000835226,-0.007282312,-0.00057590596
ISCU,-0.0007414891,0.014839516,0.031500895,0.20028554,0.0056491015,-0.4556429,-0.038711958,-0.23399462,-0.0056844223,-0.0848334,-0.0002718379,-0.005191485,0.00073052844
SELPLG,0.023260653,-0.22314243,0.39978394,-1.6392795,-0.7720631,-0.6159231,0.8220051,-1.6980618,0.22650939,-0.66968983,0.012258249,-0.024879804,-0.026817625
CORO1C,-0.009260605,-0.49916014,-0.03166592,0.553521,0.3958942,0.71490574,-0.5454684,0.49886125,-0.12082765,0.6478385,0.0052319514,-0.008221227,-0.016801452
GIT2,0.041746415,0.16998133,0.269921,-2.1384737,-0.72568464,-1.2763443,0.012724231,-0.8053917,0.09252245,-1.0804013,-0.0018501289,-0.003476846,-0.082246706
ANKRD13A,-0.038322523,0.46483937,0.10665309,-2.1551058,0.12885053,-0.9451004,-0.041715026,-0.59374887,0.015678555,-1.0493437,0.0071072853,-0.046468448,0.17822261
ARPC3,0.016169116,0.3655205,-0.53267974,-1.6183612,0.07826584,-0.023484394,0.3791847,-0.09105831,-0.041194074,-0.13134263,-0.0005501209,0.0018825948,-0.0055427942
PPP1CC,-0.01607103,0.6092786,-0.029392507,-1.9972919,-0.0047110687,0.1915179,0.41734347,0.3865751,-0.017326415,-0.3820626,-0.0015567853,0.003912653,-0.06265561
ALDH2,-0.13732837,-0.11348694,-1.3184416,1.9474192,-1.3832166,0.004487182,-0.8991817,0.2320063,-0.7295108,-0.10821086,-0.06295297,-0.0063215042,-0.4642312
ERP29,0.009461103,0.24203666,-0.19018996,-0.8884231,-0.1087001,0.3039321,0.015815329,-1.1737933,-0.0061875177,-0.08374972,-0.0002324946,0.0053334585,0.04105474
RBM19,-0.025342384,0.61328936,-0.032093707,-1.6164689,-0.17331433,0.15752117,0.9756824,-0.008466421,0.024889112,-0.09495006,-0.006109231,-0.022779683,-0.057806782
PEBP1,0.0066731204,-0.025702257,-0.024048954,0.5179774,-0.045665897,-0.32594383,-0.24774395,0.53011775,-0.008944368,-0.25442842,-0.0028064805,0.006713153,0.018490572
SUDS3,-0.013007493,0.022943947,0.19584423,-0.88118684,-0.049006905,-0.5865671,0.100403056,-0.9213332,0.03465176,-0.63233143,0.0050843013,-0.00017758114,-0.20679092
PRKAB1,0.02672588,0.15490182,0.098252475,-2.1161654,0.06935382,-0.1233775,-0.3282368,-0.8410648,-0.029722694,-0.32085192,0.0016957407,0.025171356,-0.050431892
GCN1,-0.02002591,0.1934941,0.19908273,-1.1797185,-0.3785322,-0.27628934,0.19749089,-1.0810368,0.027317509,-0.18860117,0.002102625,-0.04782806,-0.1565525
PXN,0.0013205484,-0.50898266,-0.034207433,-0.0022367148,0.02580595,0.632753,0.38802338,-0.3796231,-0.009736674,0.06962301,-0.0055135656,0.016814463,-0.03870147
SRSF9,0.0033333423,0.24629712,0.032916345,-0.47933823,-0.33816516,0.27185696,0.23307629,-0.4662734,0.003041589,-0.13581133,-0.0006988392,0.0020902918,0.012067924
RNF10,0.00042769147,-0.16645712,-0.005055258,0.62550896,0.01853231,-0.038646273,-0.0203947,-0.30444932,-0.005085588,0.028956672,0.00083832897,0.0012485293,0.004443068
MLEC,0.0026482793,-0.3090123,0.020283278,0.2194893,0.027948724,0.16684613,-0.27488685,-0.8984958,0.0009001639,-0.09333985,0.0002026247,0.0048415833,0.008513262
ANAPC5,-0.00040693706,0.15228418,0.01540153,0.10634441,-0.024840122,-0.42936945,0.091762125,-0.33721277,-0.0051940144,-0.05363049,0.001085335,0.0004063129,-0.006821532
KDM2B,-0.006579504,0.44734403,0.28930092,-0.86152005,-0.11751165,-1.1652983,0.7656009,-1.1044906,0.20716271,-1.1175556,-0.0060451324,-0.04976333,-0.051937852
ORAI1,0.014006062,0.14121921,0.12569305,-1.6057323,-1.2639142,-0.24133748,0.6975542,-1.3050517,0.05744572,-0.2724734,-0.0030263485,-0.036829613,-0.044985745
RHOF,-0.039643515,0.549836,0.41362458,-1.5795479,-0.1011108,-0.83041185,0.6417854,-0.66294944,0.1491205,-0.95931697,-0.019434093,-0.028833687,-0.03566368
SETD1B,-0.0008528804,-0.2545879,0.07900093,-0.9779446,-0.042611144,-0.5037394,0.41620585,-0.32465985,0.041115116,-0.3967913,-0.004407349,0.00025954857,-0.034917958
PSMD9,-0.0046099857,0.083592534,-0.026274756,0.10751053,0.010649797,0.19007975,0.16082221,-0.5741859,-0.009955667,-0.046481688,-0.0017145221,-0.0013856045,-0.004212837
CLIP1,-0.019992713,-0.13460338,0.004643756,0.60704017,-0.68307394,-0.15190032,0.18178326,0.6666573,-0.00429291,-0.15052865,-0.0032674305,-0.017744541,0.047332983
RSRC2,0.005351485,0.26807478,-0.026360113,-0.4997005,-0.01617135,0.35824907,-0.16391538,-0.6109023,-0.008297147,0.06838646,0.000564703,0.002880908,-0.03533183
ARL6IP4,-0.009790937,-0.039950415,0.0718645,0.28556824,-0.000107782726,-0.47278002,-0.0130750295,0.2760712,0.0063652303,-0.1955809,0.0024419052,-0.0059182495,-0.026042609
SBNO1,0.0065870644,0.28021324,-0.04951311,-1.1341354,0.16979979,-0.30337372,0.09142892,-1.2361513,0.016350785,-0.21996425,-0.001365198,-0.0040151086,-0.033880606
KMT5A,-0.00072559615,-0.039544582,0.07107956,0.16976641,0.06506711,0.07772393,-0.5773633,-0.7328419,-0.018788844,0.02675596,0.0005718695,-0.0077126436,-0.004255885
RILPL2,-0.00090802426,0.6877446,-0.03783932,-0.27890924,-0.5129729,-0.77609867,0.55757874,0.27115384,0.031555552,-0.4453696,0.00021911424,-0.028862324,-0.0575774
TMED2,-0.0002490308,-0.22341329,-0.06698664,0.6451638,-0.03225762,0.4113436,-0.4449868,0.41695347,-0.033052024,-0.051289752,-0.0018725506,0.0064223153,0.061571945
ATP6V0A2,-0.008145384,0.40929917,0.299885,-1.0415972,-1.0557958,-0.32093015,0.58095574,-0.41984105,0.15587863,-0.17720036,-0.0091837095,-0.012897986,-0.3632375
CCDC92,-0.0018504885,-0.043352142,-0.115502946,0.7368609,-0.41619217,-0.40125516,0.057661027,-0.051351126,8.326804e-05,-0.7977252,0.00069018983,0.007522051,-0.045193247
NCOR2,1.0427647e-05,0.19112061,-0.016257005,-0.037772097,0.002910375,-0.12566699,-0.3553822,0.5806726,-0.013629054,-0.07281124,-0.00032931624,0.004863625,-0.017940456
UBC,0.0018897101,0.056783956,-0.024532324,0.320548,0.019388096,-0.079850286,-0.15818149,0.64198154,-0.01671982,0.041018702,0.0001516178,-0.0013499901,0.0032686177
FBRSL1,-0.0016734715,0.08800627,0.27359265,-1.8230867,0.0007912479,-1.2411448,0.49744806,-0.65487766,0.045128785,-0.41461655,0.0034000003,0.021253446,-0.14901306
ANKLE2,-0.0032174601,0.23671655,-0.06534387,-0.3367485,-0.09804776,-0.5978898,0.42395788,-0.04432375,0.00248546,-0.09815013,0.0037922373,-0.000864517,-0.057959907
MPHOSPH8,-0.010671869,-0.21938823,-0.016195115,0.44545278,-0.060831793,-0.2059386,0.38186204,0.1027803,-4.7811773e-05,-0.10140606,-0.002452782,-0.0020859311,-0.015075388
PSPC1,0.010239561,0.12285696,0.034395114,-0.61354136,-0.025577882,-1.0247943,-0.13582653,0.5487111,0.009776834,-0.15970412,-0.001941586,0.0023291616,-0.017987302
ZMYM2,0.00088704494,-0.046485566,0.0648613,-0.78364605,-0.075262055,-0.48990577,0.21670845,-0.14928386,-0.009719251,-0.44315535,0.0020097608,0.0052430388,-0.010270157
SAP18,-0.001416508,0.37715688,-0.10700983,0.36711046,-0.0075199082,0.33941844,0.34567773,-0.12574933,-0.02055885,-0.07907313,0.0024558546,-0.0005477778,0.026136378
ZDHHC20,0.0052119275,0.19742368,-0.06133646,-0.9958159,-0.16924305,-0.28468728,0.24996915,-1.1762279,0.022901634,-0.1838432,0.0007040089,0.001979609,-0.09682906
GTF3A,0.009880942,-0.21838841,-0.30994552,-0.2407938,0.11684712,-0.40407202,0.31252834,-0.3647132,-0.008015686,-0.04975761,0.0026532803,-0.00794515,0.0018095443
POLR1D,0.0015015894,0.011786503,-0.011097369,-0.070573494,0.047985993,-0.3855211,0.16930488,-0.14958005,-0.0013610247,-0.02567509,0.00052113214,-0.002641674,-0.005311292
PAN3,0.0042787916,0.114500165,-0.001903017,-1.2834755,-0.20128728,0.13402468,0.15217997,-0.5332527,-0.01760813,-0.2151595,0.001952772,0.0047385604,-0.009880627
N4BP2L2,-0.00016344896,-0.20529766,0.0045187823,-0.5065295,0.015933195,-0.058439948,0.008286,-0.48312095,-0.007438545,-0.11477471,0.0015518836,0.002185536,0.020209482
LHFPL6,0.013886826,-1.3028957,-0.1859822,0.8925,-0.989247,0.4610541,-0.6944471,0.5551355,-0.009251651,-0.16144025,-0.00044273544,0.072741665,-0.066116735
FOXO1,0.00064838445,0.09439349,-0.042636577,0.10381656,-0.10884504,0.0012366915,0.350431,-0.5357329,-0.0079891095,0.029210906,-0.0026546891,0.0073768315,-0.02110875
ELF1,-0.0005285213,0.22431074,-0.06679985,0.037162337,-0.008015826,-0.4415659,0.18954185,0.03968066,0.0016912154,-0.45733583,-0.00021696748,0.009613301,-0.10800605
RGCC,-0.011908714,-0.1746608,0.11102601,0.92269033,-0.11289879,-0.51495963,0.33004475,-1.3945639,0.0044765417,0.040257998,0.007115821,-0.02824566,0.03843097
AKAP11,-0.001981103,0.0122758765,0.045984425,0.07183204,-0.18353814,-0.29468668,0.20258473,-1.1876796,-0.0052029593,-0.045734446,-0.0013565187,-0.029653795,-0.029404456
LCP1,-0.0074345116,0.091027655,0.043030884,-1.0612904,-0.14275274,-0.011651335,0.21943013,-0.10646453,0.032481287,-0.039138284,-0.0056142453,-0.04355173,-0.17862475
ITM2B,-0.007877801,0.1020972,-0.13877489,1.0140911,-0.16146752,0.31871986,-0.12713882,0.15286782,-0.013619126,-0.4149274,-0.0012784477,0.0064767622,-0.025337726
WDFY2,0.002898681,0.1131286,-0.030870818,0.019656328,0.16660278,0.2921205,-0.048596773,-1.5162077,-0.021200899,0.22269647,0.0025931597,0.009711442,-0.048686914
KLF12,0.006516204,0.04309755,0.1741647,-1.4882818,-0.021535568,-0.79507685,0.31852546,-1.261359,0.042484585,-0.44353414,-0.0035569933,-0.01217492,-0.12268337
KCTD12,0.35086492,-1.1940695,-1.5142506,-0.42345327,1.0105592,1.1493835,-1.140808,-0.043963343,-5.366526,1.3742268,0.2348137,0.49275085,0.20179145
FBXL3,-0.0004522676,0.07297731,-0.007356165,-0.57831866,-0.044004545,0.083574705,-0.1527571,0.016017865,0.0030658697,0.0032439718,0.00057149515,-0.0011675234,-0.006691925
MYCBP2,-0.013453384,0.42656976,-0.21852344,-0.24908458,-0.015457355,-0.06832047,0.42339975,0.44638222,0.008808138,-0.068586074,0.00090425473,0.0041400255,-0.010820496
STK24,-0.0046372027,0.004330699,0.008428807,-0.3274524,-0.013839462,0.07214126,0.2869832,-0.6986628,-0.00363015,-0.072568424,0.00041761046,-0.0074137053,-0.0050658532
GPR183,-0.39794156,-0.06925698,0.52942574,-2.238439,-0.42753562,-1.6118947,0.45683786,0.24662547,0.4237891,-0.5076484,0.008627432,-0.14140175,-0.25409812
TM9SF2,0.006958713,-0.10110967,0.057794455,0.39101017,-0.048943575,-0.28637102,-0.3867697,-0.5049887,-0.01739674,-0.24255666,-0.0018451783,-0.0013958242,0.031161495
TPP2,0.015041546,-0.34141228,0.20975903,-0.6050886,0.0018232276,-0.12572892,0.22419688,-1.1255411,-0.0018269782,-0.51957107,0.00025096218,0.049776934,-0.017580362
ARGLU1,0.0030607877,0.0026656943,0.16433725,-0.9951661,-0.07628293,-0.34621927,0.040534656,-0.5500236,0.009982014,-0.2976097,0.00058419834,-0.0070272163,-0.005564226
COL4A1,-0.0191308,-0.92054355,0.20648617,1.0508341,-0.14579321,0.031924352,-1.0783882,0.79568493,-0.02810099,0.21583138,-0.013314665,-0.030501455,-0.023594797
COL4A2,-0.048197642,-1.0504282,0.05065601,1.0903674,-0.011682738,0.18036418,-1.2088317,0.9235022,-0.08503063,0.6417241,-0.0026290321,-0.03327842,-0.089842126
ANKRD10,0.000275653,0.028559746,0.016246965,-0.39386716,0.013733909,-0.76182836,0.035546158,0.0027493367,-0.00019463417,-0.33212665,0.0016287089,-0.0013313058,0.015967734
TUBGCP3,-0.0042463485,0.009629489,0.0054597976,-0.08652672,0.005466096,-0.009533514,0.05119503,-0.72888273,0.000311699,-0.008016093,0.0016484188,-0.0025779526,-0.0036189242
CUL4A,-0.0012973055,0.03244064,-0.0048100064,0.35690522,0.0019866915,-0.05905413,0.095464125,-0.46583334,0.002253973,0.0010274005,-0.001022005,0.0016286368,-0.012309406
LAMP1,0.0106874965,-0.14727862,-0.03467413,0.4814815,0.15022093,0.74984473,-0.113345325,0.17542905,-0.15804002,0.81169516,-0.021289911,0.03542756,0.042606045
GAS6,-0.004163265,-0.5620671,-0.5188248,0.78548586,-0.5252892,0.2006505,-0.7016039,1.3833987,-0.14999363,0.12037158,0.011441042,0.042542435,0.01776305
RASA3,-0.010018551,-0.29698163,0.54474324,0.017053738,-0.59062415,-0.2060079,0.5230218,-1.7435886,0.20364386,-0.76206154,-0.0072569014,0.016042754,-0.5673207
CDC16,-0.0033047984,0.25442952,-0.013954466,-1.2426778,-0.007169653,-0.8912858,0.12597144,-0.31572342,0.0016610791,-0.088977925,-0.0021452664,-0.0001517723,-0.010787199
OSGEP,0.018286234,0.07101141,-0.062019162,-0.46976396,-0.14374688,0.5607784,0.5177429,-0.88900715,0.003826151,0.15197778,-0.0030313407,0.0104187485,0.012464913
APEX1,-0.0036964875,0.37332645,-0.038432118,-0.47496977,-0.05393967,-0.35420904,0.48454058,-0.52057594,0.0013056211,-0.76683235,-0.0005605934,-0.016235292,0.005753912
RNASE1,0.5967924,-2.290579,-1.0851315,1.1917459,0.8817035,1.223828,-2.5333512,0.7220984,-5.543335,1.4484947,0.6153765,0.7491578,0.35412365
METTL17,-0.00981723,0.11392246,0.1569238,0.16719083,-0.5527174,-0.8030887,0.33639538,-0.19781958,0.019164724,-0.04381358,-0.0032764273,-0.015012178,0.004784681
NDRG2,0.007451977,-0.6141354,-0.111387566,0.024023067,0.17795004,0.8441448,-0.6611346,0.4894023,-0.16147262,0.9636732,-0.0039271675,-0.0017657095,0.038293745
HNRNPC,0.0035831886,0.45070457,-0.5167405,0.05155872,-0.09387224,0.52215993,0.27191302,0.4609152,-0.10299868,0.08201044,0.015512305,0.0013091579,0.25212887
CHD8,-0.010909853,0.0024850562,0.27738023,-1.7238597,-0.77074826,-0.45238557,0.1870512,-0.32305554,0.094874084,-0.27756855,-0.0053961226,-0.074714705,0.022829903
TOX4,-0.002543711,-0.17176344,0.055567443,0.014963701,-0.0060696267,-0.08076276,0.29249683,0.014479936,0.004397252,-0.03918757,-0.00201741,-0.0006725865,-0.009670615
TRAC,-0.093451664,-0.37821338,0.390418,-1.7774,0.060349703,-1.1273617,0.17517304,-0.5415638,0.28329924,-1.2766558,0.010274312,-0.3954656,-0.061545413
LRP10,0.0043344256,0.070931256,0.043963432,-2.0395975,-0.19486856,0.41388243,-0.093081266,0.47350717,-0.0059573506,0.086726084,-0.0012636505,-0.0051621613,0.023666335
RBM23,-0.0124174105,0.3038082,0.24761325,-0.63304484,-0.4056671,0.24739283,0.07937344,-0.81801283,0.039512344,-0.24770536,0.0003995861,0.011728055,-0.18328516
ACIN1,-0.0034248468,-0.1333525,0.024297887,-0.29469824,-0.032040436,-0.23958774,-0.019023448,0.22605745,0.005660983,0.030940788,9.117607e-06,-0.0052229473,0.0017473889
BCL2L2,0.0037346135,-0.26234332,-0.14294842,1.0482197,0.2842874,0.074286744,-0.89891154,-0.104322486,-0.1082313,-0.013591027,0.009235303,-0.0032843095,0.038883287
PSME1,-0.001848845,-0.016934337,-0.007136558,-0.4719704,0.05669109,-0.06645932,0.124727555,-0.3154921,-0.0032614074,-0.059386965,-4.5288674e-05,-0.00060187315,0.0053151986
KHNYN,-0.007637337,-0.110952765,0.10826472,-0.40746382,0.03720024,-0.44386315,0.18012136,-1.1231682,0.009479178,-0.34551236,0.0009116932,-0.010393469,0.012483165
SDR39U1,-0.002705297,-0.047687158,0.13673672,-0.7221911,0.007945357,-0.106442496,0.16534814,-0.46447414,0.011834328,-0.18000339,-0.0012247227,-0.0035078926,-0.008964196
STRN3,-0.006352473,0.032480028,-0.009053872,-0.026941536,-0.04642337,-0.13126554,0.12338501,0.32010385,7.209449e-05,-0.139444,-0.000857933,-0.0033432494,0.00015529875
HECTD1,5.534038e-05,-0.0002737873,0.011740484,0.098662995,-0.016219705,-0.3444951,0.03944079,-0.07364671,0.005198474,-0.0807892,0.00079358905,-0.0022209033,-0.008117443
EAPP,0.0017975991,-0.13249934,-0.063012026,0.20819066,-0.013586724,-0.072402686,0.5918367,-0.17057317,-0.0129488185,-0.101826,1.0085095e-05,-7.9184276e-05,0.015803821
SNX6,0.0021861373,0.28438768,-0.094042465,0.09426608,-0.035014622,-0.044353236,0.22090884,-0.41752225,-0.008229984,-0.03569415,0.0016682394,0.008309102,-0.015210309
SRP54,-0.00421215,0.18323398,-0.023579322,-0.7954142,-0.0073621236,0.13288088,0.15133,-0.2527451,0.00905811,-0.08474344,-0.00083953614,-0.0012664823,0.006059045
NFKBIA,0.0063315863,0.39082706,-0.83719224,0.92255646,0.1727793,0.6656745,0.12282408,0.0828483,-0.2795368,0.535513,-0.011994559,0.115273744,-0.33977202
PNN,-0.00031094623,0.17753679,-0.0035861502,0.040170193,0.0010123942,-0.0906819,0.29036704,-0.841412,-0.0012058252,-0.0480913,-0.00032794062,-0.0018224497,-0.001844385
KLHDC2,-0.0006226463,-0.022078834,0.123923674,-0.08270096,0.016491396,-0.3793947,-0.15557763,-0.963555,0.008815568,-0.07986312,-0.00043153187,-0.022799423,0.01970721
NEMF,0.010712039,-0.018181754,0.35989082,-1.5904604,-0.2992774,-1.2883686,0.07246281,-0.33326244,0.07674095,-0.772478,-0.0035826461,-0.017096922,-0.20942311
ARF6,-0.0011527962,0.02682604,-0.13442317,-0.15951495,-0.101723015,-0.095152415,0.15803999,0.41351402,-0.001998348,-0.01977226,-0.00036511337,-0.0032182888,0.012189714
NIN,-0.0040083234,0.25477636,0.051366277,-1.1654446,-0.0046371273,-0.2935584,0.03811526,-0.40735844,-0.008185575,-0.5914652,0.00022320554,0.0005855482,0.008434821
GNG2,0.007868486,0.41913193,0.014721949,-1.4314775,-0.018214026,-0.12768073,0.40214747,-0.6965619,0.008151043,-0.3254347,0.0017645449,-0.006555549,0.007571028
RTRAF,-0.017367551,0.104133025,-0.01798181,0.7303002,0.097482555,-0.13658845,0.38945892,-0.15873896,-0.002371434,-0.17453218,0.0025426326,-0.015153197,0.052561108
ERO1A,0.0065418305,-0.06975531,-0.04118017,-1.2672708,0.013045141,0.08713801,0.088212214,-0.19891593,-0.008207808,-0.112227485,-0.0015097052,0.011080616,0.005794282
STYX,-0.01205221,0.04640593,0.16400722,0.010474928,0.0318906,-0.8118073,0.386677,-0.5321223,0.023430428,-0.52521175,-0.0010695708,-0.01507008,0.0386775
ARID4A,0.009716629,0.15008469,-0.008345852,-0.9983887,-0.22233756,-0.5683448,0.02908271,-0.23021443,0.011787041,-0.09077741,-0.0051352778,0.004547455,-0.032877363
PPM1A,0.0014607499,-0.06659578,-0.051334083,0.027039936,-0.0053669186,-0.036364485,-0.0019933642,0.20796728,-0.0010329743,0.06776714,-0.0012707523,0.0015673565,-0.006898983
PRKCH,-0.016726153,-0.0074540293,0.09462942,-0.21099168,-0.30444953,-0.24524732,0.6829468,-0.7198107,0.05212284,-0.58434755,-0.00017769907,-0.036879282,-0.025636792
SGPP1,-0.011926592,0.61647093,0.028156133,-0.7513486,0.017720895,-0.65644413,0.056693252,-0.61580217,-0.0042821104,-0.2509237,-0.0044858376,-0.028249808,0.007262319
SYNE2,-0.07053223,0.16906159,0.12412903,0.1495679,-0.5673339,-0.3403267,0.3277642,-0.040637452,0.027334707,-0.51416594,-0.0029795703,-0.026652317,-0.05770999
ZBTB25,0.011349176,0.13685201,0.59578,-1.1322423,-0.27128658,-1.0677559,0.45602354,-0.82368445,0.06987602,-0.6579691,0.0055077723,-0.029317457,0.051070422
